p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
5.06828853264123e-28	0.10139251321538	0.402	0.397	1.03489383548001e-23	3	PAPOLA
1.13035940686031e-27	0.140691793776783	0.679	0.634	2.30808087286807e-23	3	ANAPC16
8.85193886774054e-27	0.13187721265007	0.322	0.304	1.80747739740394e-22	3	DOCK8
2.87117488808898e-26	0.129303447078896	0.48	0.46	5.8626520039889e-22	3	SF1
3.27833536546943e-26	0.118037003200653	0.901	0.875	6.69403298275204e-22	3	BTF3
6.35091430145363e-25	0.144287831456176	0.272	0.242	1.29679319121382e-20	3	SASH3
1.57348764614228e-24	0.127280213986363	0.769	0.741	3.21290442465793e-20	3	SRSF5
2.81673989986196e-24	0.202327024873069	0.39	0.348	5.75150120152813e-20	3	RP11-347P5.1
5.89350750537476e-24	0.106495031789614	0.82	0.801	1.20339529752247e-19	3	COMMD6
1.46355412800312e-23	0.133068694094125	0.262	0.239	2.98843117396957e-19	3	IDI1
9.98571783471663e-23	0.14863254511274	0.353	0.288	2.03898372467079e-18	3	LBH
7.90010045813368e-22	0.144663642192056	0.316	0.285	1.61312151254632e-17	3	ANKRD44
3.75749375509603e-21	0.130088134288194	0.309	0.284	7.67242649853059e-17	3	MGEA5
3.96323459229368e-21	0.130678001882057	0.497	0.474	8.09252871400446e-17	3	SET
4.21827957026597e-20	0.121524713106943	0.81	0.784	8.61330505452609e-16	3	CIRBP
1.23625942615054e-19	0.117634616981248	0.522	0.508	2.52431812225679e-15	3	TAPBP
9.31065234605156e-19	0.120103090621689	0.258	0.233	1.90114210254027e-14	3	ABHD14B
1.36312657243481e-18	0.124380113954509	0.497	0.442	2.78336814825465e-14	3	EZR
4.56073711376295e-18	0.144314761906439	0.34	0.299	9.31256911259256e-14	3	CD82
6.98593474143026e-18	0.117256029598932	0.526	0.494	1.42645801485264e-13	3	SH3BGRL
5.55411891078868e-17	0.161250404892753	0.614	0.589	1.13409554039394e-12	3	PPP1R15A
6.35519885854879e-16	0.125760992248787	0.354	0.314	1.29766805492708e-11	3	ARHGAP15
1.82304033036547e-14	0.108868670038332	0.287	0.257	3.72246605057325e-10	3	HDAC1
2.10607303528697e-13	0.121970011314105	0.263	0.231	4.30039053075246e-09	3	ATM
1.41843262120672e-09	0.136089493331453	0.642	0.636	2.896297569242e-05	3	CD69
0	0.512613261091198	0.431	0.092	0	7	ACAT2
0	0.704612898563448	0.488	0.081	0	7	ACOT7
0	0.783631720846942	1	0.997	0	7	ACTB
0	0.880155640420068	0.998	0.952	0	7	ACTG1
0	0.507410336826445	0.442	0.093	0	7	ACTL6A
0	0.571291310286418	0.883	0.582	0	7	ACTR3
0	0.514718384128298	0.422	0.086	0	7	ACYP1
0	0.473339487118558	0.693	0.309	0	7	ADRM1
0	0.47605861664417	0.551	0.198	0	7	AKR1B1
0	0.922950584168728	0.853	0.394	0	7	ANAPC11
0	1.23355131004545	0.889	0.471	0	7	ANP32B
0	1.08501202912321	0.739	0.215	0	7	ANP32E
0	0.556580018301778	0.793	0.401	0	7	ANXA5
0	0.521968277011129	0.756	0.414	0	7	APOBEC3G
0	0.54778053555621	0.308	0.021	0	7	ARHGAP11A
0	0.694083162986557	0.369	0.039	0	7	ARHGAP11B
0	0.470098261092852	0.807	0.482	0	7	ARHGDIA
0	1.05783289206724	0.755	0.4	0	7	ARL6IP1
0	0.544393923380284	0.544	0.162	0	7	ARL6IP6
0	0.7246077376316	0.983	0.844	0	7	ARPC2
0	0.643263114628386	0.904	0.59	0	7	ARPC5
0	0.495349927051577	0.735	0.342	0	7	ARPC5L
0	1.29084438207038	0.592	0.015	0	7	ASF1B
0	1.12368095796629	0.415	0.008	0	7	ASPM
0	0.875472738282964	0.486	0.045	0	7	ATAD2
0	0.518482516220654	0.299	0.02	0	7	ATAD5
0	0.622362905641531	0.85	0.513	0	7	ATP5B
0	0.471859759448879	0.646	0.32	0	7	ATP5G1
0	0.830315875115083	0.913	0.568	0	7	ATP5G3
0	0.656114568965371	0.872	0.522	0	7	ATP5J
0	0.589952221785753	0.906	0.586	0	7	ATP5J2
0	0.523379413106317	0.984	0.875	0	7	ATP5L
0	0.533854694588168	0.85	0.524	0	7	ATPIF1
0	0.727539811448504	0.324	0.014	0	7	AURKA
0	1.4494100978777	0.543	0.011	0	7	AURKB
0	0.730148449798821	0.775	0.328	0	7	BANF1
0	0.475888826150266	0.319	0.043	0	7	BARD1
0	0.480589361280988	0.477	0.132	0	7	BAZ1B
0	0.538899086641158	0.385	0.12	0	7	BCAS4
0	0.597628175860413	0.44	0.065	0	7	BCL2L12
0	1.75466674709111	0.616	0.019	0	7	BIRC5
0	0.701603824638535	0.883	0.469	0	7	BLOC1S1
0	0.484749737038146	0.505	0.155	0	7	BOLA3
0	0.584717894087873	0.325	0.014	0	7	BRCA1
0	0.477155745947636	0.538	0.182	0	7	BTG3
0	0.581279059143401	0.298	0.011	0	7	BUB1
0	0.857656448607747	0.813	0.34	0	7	BUB3
0	1.05699387443858	0.779	0.255	0	7	C12orf75
0	0.732475521062175	0.479	0.071	0	7	C19orf48
0	0.589967516102931	0.703	0.287	0	7	CACYBP
0	0.837101892459407	0.965	0.769	0	7	CALM2
0	1.05598879862583	0.922	0.511	0	7	CALM3
0	0.490350774761479	0.799	0.449	0	7	CAPZA1
0	1.21695439767859	0.828	0.236	0	7	CARHSP1
0	0.525604751741253	0.271	0.009	0	7	CASC5
0	0.866551065642101	0.843	0.442	0	7	CBX3
0	0.719683605938859	0.552	0.114	0	7	CBX5
0	0.914499944332245	0.762	0.247	0	7	CCDC167
0	0.718234112386927	0.399	0.027	0	7	CCDC34
0	1.20745964787689	0.502	0.009	0	7	CCNA2
0	1.0566322140074	0.365	0.016	0	7	CCNB1
0	1.26789125762565	0.462	0.011	0	7	CCNB2
0	0.517652324553684	0.581	0.219	0	7	CCT2
0	0.482661995804583	0.674	0.326	0	7	CCT3
0	0.59188212138714	0.612	0.225	0	7	CCT5
0	0.535468307488329	0.626	0.26	0	7	CCT6A
0	0.559119977499098	0.725	0.359	0	7	CCT8
0	0.480431666291705	0.344	0.09	0	7	CD38
0	1.28892300819764	0.415	0.01	0	7	CDC20
0	0.602697049206392	0.449	0.106	0	7	CDC25B
0	0.549513217803734	0.288	0.005	0	7	CDC45
0	0.817684299401348	0.365	0.006	0	7	CDCA3
0	0.829077064484641	0.512	0.07	0	7	CDCA4
0	0.890643069952447	0.436	0.006	0	7	CDCA5
0	0.84105353407006	0.431	0.043	0	7	CDCA7
0	0.838092579059799	0.389	0.007	0	7	CDCA8
0	1.60994941909417	0.609	0.014	0	7	CDK1
0	0.513571565042771	0.338	0.035	0	7	CDK2
0	0.622402879929677	0.719	0.293	0	7	CDK2AP2
0	0.691341500063596	0.516	0.113	0	7	CDK4
0	0.547380501727815	0.375	0.068	0	7	CDKN2A
0	0.681978198347625	0.388	0.051	0	7	CDKN2C
0	1.24801804201296	0.535	0.02	0	7	CDKN3
0	1.19003672322665	0.567	0.02	0	7	CDT1
0	0.951395398017755	0.381	0.006	0	7	CENPA
0	0.784094599221451	0.333	0.012	0	7	CENPE
0	1.62821964998944	0.538	0.022	0	7	CENPF
0	0.833305367605342	0.491	0.044	0	7	CENPH
0	0.822665432927308	0.509	0.05	0	7	CENPK
0	1.26090231344058	0.647	0.07	0	7	CENPM
0	0.799320916886493	0.444	0.024	0	7	CENPN
0	0.96099955089275	0.492	0.016	0	7	CENPU
0	1.13216402530014	0.583	0.037	0	7	CENPW
0	0.734720917254968	0.38	0.012	0	7	CEP55
0	0.527913631994809	0.516	0.144	0	7	CEP57
0	0.872305875172074	0.997	0.954	0	7	CFL1
0	0.615700751102644	0.388	0.043	0	7	CHAF1A
0	0.853932451029481	0.971	0.776	0	7	CHCHD2
0	0.611542915421344	0.36	0.017	0	7	CHEK1
0	0.538332899065537	0.396	0.077	0	7	CKAP2
0	0.570101027565283	0.284	0.004	0	7	CKAP2L
0	1.82936973774594	0.762	0.092	0	7	CKS1B
0	1.65498442958892	0.737	0.158	0	7	CKS2
0	1.03172261371685	0.499	0.014	0	7	CLSPN
0	0.546311825405873	0.747	0.353	0	7	CLTA
0	0.516846256477493	0.502	0.137	0	7	COPS3
0	0.86286834179437	0.99	0.877	0	7	CORO1A
0	0.744300825536897	0.955	0.733	0	7	COTL1
0	0.611226370827664	0.813	0.422	0	7	COX17
0	0.840015303293997	0.905	0.496	0	7	COX5A
0	0.628142419831229	0.943	0.669	0	7	COX6A1
0	0.545033217972042	0.956	0.753	0	7	COX6C
0	0.967444714839536	0.959	0.638	0	7	COX8A
0	0.738003802916469	0.904	0.564	0	7	CRIP1
0	0.537253574993023	0.64	0.265	0	7	CYC1
0	0.541934470795722	0.545	0.171	0	7	DAZAP1
0	0.474613872720069	0.402	0.079	0	7	DBF4
0	0.70361788821953	0.889	0.54	0	7	DBI
0	0.545910808330223	0.597	0.242	0	7	DCK
0	0.576605566174663	0.653	0.277	0	7	DCTN3
0	0.574396725912013	0.487	0.141	0	7	DCTPP1
0	0.495049478426239	0.589	0.224	0	7	DCXR
0	1.09514860287323	0.736	0.21	0	7	DDX39A
0	1.38930757077637	0.91	0.401	0	7	DEK
0	0.984475561387713	0.5	0.041	0	7	DHFR
0	0.893783438135413	0.361	0.005	0	7	DLGAP5
0	1.17797770423234	0.695	0.116	0	7	DNAJC9
0	0.997402497076599	0.67	0.179	0	7	DNMT1
0	1.02866529281149	0.609	0.077	0	7	DTYMK
0	1.96436451952982	0.882	0.31	0	7	DUT
0	0.544978172209704	0.852	0.529	0	7	DYNLL1
0	0.669673886599134	0.332	0.011	0	7	E2F1
0	0.768120816959827	0.603	0.156	0	7	EBP
0	0.500140711148018	0.755	0.403	0	7	EIF2S2
0	0.591739600843808	0.624	0.227	0	7	EIF4A3
0	0.680226651124033	0.753	0.414	0	7	EIF5A
0	0.504855316771177	0.611	0.216	0	7	ELAVL1
0	0.946439747507225	0.96	0.716	0	7	ENO1
0	0.86818021197853	0.888	0.488	0	7	ERH
0	0.503091073387224	0.273	0.007	0	7	ESCO2
0	0.486846074879984	0.729	0.341	0	7	EWSR1
0	0.489059680214942	0.49	0.121	0	7	EXOSC8
0	0.918979307171638	0.546	0.061	0	7	EZH2
0	0.627215501453913	0.807	0.425	0	7	EZR
0	1.09949209932316	0.766	0.264	0	7	FABP5
0	0.53307405908707	0.404	0.087	0	7	FAM111A
0	0.503603126678652	0.433	0.146	0	7	FAM3C
0	0.632307130711285	0.355	0.015	0	7	FANCI
0	0.622602151377385	0.332	0.019	0	7	FBXO5
0	0.691726818686924	0.699	0.248	0	7	FDPS
0	1.24314767012642	0.602	0.039	0	7	FEN1
0	0.483164368503124	0.616	0.234	0	7	FIBP
0	0.505708900680888	0.902	0.571	0	7	FKBP1A
0	1.25113578455159	1	0.953	0	7	GAPDH
0	0.553721921658021	0.48	0.122	0	7	GGCT
0	0.822545695005985	0.441	0.027	0	7	GGH
0	1.06872899806708	0.471	0.021	0	7	GINS2
0	0.846270141962832	0.486	0.042	0	7	GMNN
0	0.597568455378277	0.88	0.509	0	7	GNG5
0	0.702723215128181	0.789	0.447	0	7	GSTP1
0	1.02951471798638	0.444	0.006	0	7	GTSE1
0	1.49601169108722	0.911	0.416	0	7	H2AFV
0	1.33070765424196	0.645	0.084	0	7	H2AFX
0	0.902519020721308	0.839	0.372	0	7	H2AFY
0	2.23000534589067	0.987	0.57	0	7	H2AFZ
0	0.620586342017336	0.988	0.917	0	7	H3F3A
0	0.500608549712685	0.395	0.066	0	7	HADH
0	0.660384816817245	0.588	0.168	0	7	HAT1
0	0.509057733940666	0.482	0.117	0	7	HAUS1
0	0.561934903287258	0.619	0.238	0	7	HDAC1
0	0.478512708418152	0.452	0.121	0	7	HDGF
0	0.985150445205748	0.524	0.056	0	7	HELLS
0	0.493305585571339	0.566	0.191	0	7	HINT2
0	0.692334843029126	0.455	0.058	0	7	HIRIP3
0	3.04503229914131	0.76	0.287	0	7	HIST1H4C
0	0.484089685292447	0.294	0.048	0	7	HIST2H2AC
0	0.547140627381323	0.269	0.003	0	7	HJURP
0	0.577583402247633	0.383	0.117	0	7	HMCES
0	1.00799199685066	0.664	0.309	0	7	HMGA1
0	1.87824558913411	0.995	0.81	0	7	HMGB1
0	2.92960179979066	0.97	0.413	0	7	HMGB2
0	0.816446630624738	0.412	0.031	0	7	HMGB3
0	1.16878439683768	0.966	0.688	0	7	HMGN1
0	2.04628637747326	0.982	0.654	0	7	HMGN2
0	0.547580204894478	0.722	0.337	0	7	HMGN3
0	0.864786981985601	0.344	0.007	0	7	HMMR
0	1.07978587446964	0.804	0.357	0	7	HN1
0	0.963373878292205	0.979	0.785	0	7	HNRNPA2B1
0	0.822939811757606	0.926	0.572	0	7	HNRNPA3
0	1.03583230919303	0.689	0.169	0	7	HNRNPAB
0	0.741936261313548	0.741	0.317	0	7	HNRNPD
0	0.884965258594034	0.911	0.52	0	7	HNRNPF
0	0.64312566837287	0.84	0.477	0	7	HNRNPM
0	0.690981843020484	0.776	0.343	0	7	HNRNPR
0	0.613836976237107	0.639	0.215	0	7	HPRT1
0	0.501853335956844	0.643	0.265	0	7	HSD17B10
0	0.841880342410949	0.739	0.238	0	7	HSPB11
0	0.674864577599218	0.649	0.297	0	7	HSPD1
0	0.553003160790835	0.392	0.127	0	7	ID3
0	0.954336003420071	0.814	0.351	0	7	IDH2
0	0.62583724838856	0.86	0.482	0	7	IFI16
0	0.477775528642788	0.316	0.043	0	7	IFI27L1
0	0.769166184463702	0.736	0.284	0	7	ILF2
0	0.493829365365839	0.502	0.171	0	7	IMPDH2
0	0.6431891503355	0.696	0.254	0	7	ITGAE
0	0.468440651363429	0.587	0.22	0	7	ITGB1BP1
0	0.657097483345119	0.479	0.077	0	7	ITGB3BP
0	0.510686941393912	0.743	0.377	0	7	KHDRBS1
0	2.46334945847788	0.845	0.057	0	7	KIAA0101
0	0.598927766519676	0.31	0.008	0	7	KIF11
0	0.890605503996125	0.544	0.087	0	7	KIF20B
0	1.08572280561446	0.587	0.084	0	7	KIF22
0	0.663700348625822	0.309	0.005	0	7	KIF23
0	0.663877677997917	0.335	0.005	0	7	KIF2C
0	0.822825629372655	0.395	0.006	0	7	KIFC1
0	1.39425050685321	0.613	0.118	0	7	KPNA2
0	0.472848001224514	0.657	0.289	0	7	KPNB1
0	0.733905393774556	0.619	0.194	0	7	LBR
0	0.513784358625925	0.871	0.561	0	7	LCP1
0	0.901221278435199	0.973	0.712	0	7	LDHA
0	0.722734323494	0.425	0.039	0	7	LIG1
0	1.03917840987629	0.624	0.095	0	7	LMNB1
0	0.565699019717492	0.391	0.043	0	7	LRR1
0	0.67362463244815	0.745	0.306	0	7	LSM2
0	0.805291201215491	0.787	0.342	0	7	LSM3
0	0.875150379588956	0.756	0.283	0	7	LSM4
0	0.903821613971529	0.807	0.337	0	7	LSM5
0	1.3459379669392	0.681	0.056	0	7	MAD2L1
0	0.783273190929196	0.648	0.182	0	7	MAD2L2
0	0.484591567177683	0.681	0.299	0	7	MAGOH
0	0.471728405325698	0.409	0.092	0	7	MAGOHB
0	0.793120176032114	0.414	0.021	0	7	MCM2
0	1.15926447044112	0.623	0.102	0	7	MCM3
0	0.767187582197648	0.404	0.024	0	7	MCM4
0	1.17749853968487	0.628	0.13	0	7	MCM5
0	0.72929348103189	0.444	0.058	0	7	MCM6
0	1.56874252321488	0.693	0.069	0	7	MCM7
0	0.538724001065592	0.688	0.311	0	7	MDH1
0	0.493751953493505	0.568	0.196	0	7	MEA1
0	0.558799165446089	0.306	0.006	0	7	MELK
0	0.556732621276166	0.591	0.259	0	7	METAP2
0	0.485108311290186	0.468	0.137	0	7	MIS18BP1
0	1.83760793708956	0.681	0.019	0	7	MKI67
0	0.617139605275252	0.337	0.006	0	7	MND1
0	0.580727546079513	0.678	0.267	0	7	MPC2
0	0.510231588828093	0.493	0.159	0	7	MRPL12
0	0.497484169378925	0.528	0.168	0	7	MRPL13
0	0.510471194968419	0.634	0.275	0	7	MRPL23
0	0.4934877159478	0.526	0.159	0	7	MRPL27
0	0.889693164516856	0.812	0.356	0	7	MRPL51
0	0.730515903925607	0.446	0.138	0	7	MT1E
0	1.10864197044847	0.872	0.621	0	7	MT2A
0	0.631922767046794	0.613	0.213	0	7	MTHFD2
0	0.834727372463598	0.369	0.02	0	7	MXD3
0	0.75896565350873	0.39	0.019	0	7	MYBL2
0	0.516761189879378	0.997	0.938	0	7	MYL6
0	0.685610396251412	0.552	0.139	0	7	MZT1
0	0.636275175808912	0.81	0.41	0	7	MZT2A
0	0.896088897388567	0.917	0.549	0	7	MZT2B
0	0.863083041537426	0.798	0.338	0	7	NAA38
0	1.09418199730951	0.762	0.235	0	7	NASP
0	0.626534208770609	0.33	0.007	0	7	NCAPG
0	0.473029628401624	0.288	0.013	0	7	NCAPH
0	0.612929120882144	0.452	0.071	0	7	NCAPH2
0	0.686936304205169	0.816	0.455	0	7	NCL
0	0.693809480276244	0.385	0.025	0	7	NDC80
0	0.506292824739058	0.743	0.367	0	7	NDUFA12
0	0.599142043157845	0.774	0.361	0	7	NDUFA6
0	0.497460028120223	0.664	0.304	0	7	NDUFAB1
0	0.508853533258417	0.874	0.541	0	7	NDUFB11
0	0.584183119923839	0.765	0.37	0	7	NDUFB3
0	0.554277558594328	0.657	0.265	0	7	NDUFB6
0	0.622154741002571	0.8	0.41	0	7	NDUFS6
0	0.549070142700185	0.754	0.346	0	7	NDUFS8
0	0.798127836455317	0.575	0.178	0	7	NME1
0	0.607657224255763	0.721	0.296	0	7	NONO
0	0.57821576964486	0.588	0.203	0	7	NOP56
0	1.08132995240127	0.828	0.342	0	7	NUCKS1
0	0.554640214807183	0.71	0.304	0	7	NUDC
0	1.04422220871034	0.727	0.168	0	7	NUDT1
0	0.649015086027859	0.617	0.187	0	7	NUDT21
0	0.851549503790147	0.397	0.009	0	7	NUF2
0	1.89610591823241	0.695	0.032	0	7	NUSAP1
0	0.473274168178615	0.579	0.215	0	7	NUTF2
0	0.562195397572367	0.543	0.216	0	7	ODC1
0	0.651157201419658	0.376	0.017	0	7	ORC6
0	0.796890223317893	0.833	0.412	0	7	PA2G4
0	0.525014551205652	0.362	0.062	0	7	PAICS
0	0.596695263521499	0.342	0.03	0	7	PAQR4
0	0.655738007914939	0.92	0.612	0	7	PARK7
0	0.791018817780601	0.718	0.315	0	7	PARP1
0	0.655306007678929	0.327	0.004	0	7	PBK
0	2.0247603313171	0.807	0.129	0	7	PCNA
0	0.559944823542012	0.623	0.246	0	7	PDCD5
0	0.674104941805047	0.801	0.409	0	7	PDIA6
0	0.891900822555876	0.999	0.969	0	7	PFN1
0	0.976103184755932	0.91	0.512	0	7	PGAM1
0	0.537779202436078	0.928	0.649	0	7	PGK1
0	0.804897985639744	0.514	0.069	0	7	PHF19
0	0.52535907639084	0.273	0.018	0	7	PHGDH
0	0.501949888873925	0.704	0.303	0	7	PIN1
0	0.981592954682197	0.94	0.616	0	7	PKM
0	0.645655471541197	0.333	0.004	0	7	PKMYT1
0	0.925529933764851	0.328	0.007	0	7	PLK1
0	0.492948014981954	0.643	0.254	0	7	PMF1
0	0.590975451045976	0.602	0.203	0	7	PMVK
0	0.509435088168825	0.42	0.095	0	7	POLD2
0	0.495429258980883	0.721	0.33	0	7	POLR2G
0	0.535526596693481	0.756	0.347	0	7	POLR2K
0	0.584659526035076	0.51	0.123	0	7	POLR3K
0	0.512534079270739	0.904	0.578	0	7	POMP
0	1.01617858936658	0.985	0.826	0	7	PPIA
0	0.630033649133135	0.731	0.304	0	7	PPM1G
0	0.746282010502652	0.932	0.597	0	7	PPP1CA
0	0.508579041350533	0.779	0.388	0	7	PPP4C
0	0.829120161271937	0.398	0.018	0	7	PRC1
0	0.721718333885051	0.656	0.226	0	7	PRDX3
0	0.550165070240469	0.753	0.382	0	7	PRDX6
0	0.48042803655629	0.429	0.115	0	7	PRKDC
0	0.758523479175017	0.694	0.244	0	7	PSIP1
0	0.584068063275658	0.836	0.479	0	7	PSMA2
0	0.708240923023191	0.875	0.465	0	7	PSMA4
0	0.651707354639095	0.951	0.69	0	7	PSMA7
0	0.679286064173801	0.779	0.348	0	7	PSMB2
0	0.564159564937016	0.884	0.543	0	7	PSMB3
0	0.58461055296642	0.898	0.544	0	7	PSMB8
0	0.641897129367854	0.957	0.692	0	7	PSMB9
0	0.875691462953274	0.755	0.256	0	7	PSMC3
0	0.563165452858127	0.58	0.182	0	7	PSMD14
0	0.59048246666276	0.801	0.422	0	7	PSMD8
0	0.531275302465149	0.922	0.637	0	7	PSME2
0	0.528679133510323	0.632	0.233	0	7	PTBP1
0	0.54759439058105	0.872	0.537	0	7	PTGES3
0	1.05512727720802	1	0.994	0	7	PTMA
0	0.565484573844067	0.575	0.253	0	7	PTMS
0	1.56028444607074	0.799	0.224	0	7	PTTG1
0	0.487251070498682	0.32	0.03	0	7	PXMP2
0	0.545459715355377	0.609	0.234	0	7	RAB27A
0	0.711205546027103	0.364	0.018	0	7	RACGAP1
0	0.857269188296581	0.7	0.247	0	7	RAD21
0	0.573578745279687	0.322	0.008	0	7	RAD51
0	0.727311239059367	0.386	0.014	0	7	RAD51AP1
0	0.489208884120497	0.413	0.077	0	7	RAD51C
0	0.829655455467487	0.825	0.363	0	7	RALY
0	1.37849914597526	0.957	0.585	0	7	RAN
0	1.46444175322143	0.907	0.391	0	7	RANBP1
0	0.633496265360513	0.689	0.271	0	7	RBBP4
0	0.807520300901311	0.688	0.216	0	7	RBBP7
0	0.538375178342686	0.641	0.256	0	7	RBM17
0	0.566309307900292	0.856	0.483	0	7	RBM8A
0	0.728494225001982	0.899	0.521	0	7	RBX1
0	0.523719395234147	0.49	0.152	0	7	RFC1
0	0.574331327706657	0.411	0.071	0	7	RFC2
0	0.527959962749878	0.324	0.018	0	7	RFC3
0	0.719323443345667	0.455	0.051	0	7	RFC4
0	0.545992551769477	0.655	0.276	0	7	RHEB
0	0.743297556725417	0.403	0.03	0	7	RMI2
0	0.811529786660335	0.504	0.057	0	7	RNASEH2A
0	0.643364177791937	0.658	0.228	0	7	RNASEH2C
0	0.487293167980711	0.766	0.375	0	7	RNPS1
0	0.469725569197229	0.766	0.395	0	7	ROMO1
0	0.509124934632297	0.462	0.11	0	7	RPA1
0	1.1548528092352	0.825	0.267	0	7	RPA3
0	0.610378398178731	0.452	0.071	0	7	RPL39L
0	0.468518988862363	0.865	0.549	0	7	RPS27L
0	0.88540573648634	0.521	0.056	0	7	RRM1
0	1.87588993809558	0.587	0.011	0	7	RRM2
0	0.767554310012405	0.423	0.041	0	7	SAC3D1
0	0.901920828845114	0.628	0.126	0	7	SAE1
0	0.656245862739256	0.855	0.522	0	7	SERBP1
0	0.670276731833567	0.815	0.455	0	7	SET
0	0.55247059711741	0.785	0.41	0	7	SFPQ
0	0.697414101498159	0.382	0.012	0	7	SGOL1
0	0.680419895960879	0.34	0.02	0	7	SGOL2
0	0.603575884167892	0.333	0.009	0	7	SHCBP1
0	0.577652620777728	0.864	0.506	0	7	SHFM1
0	0.470466566682271	0.438	0.116	0	7	SHMT2
0	1.07062366052708	0.833	0.33	0	7	SIVA1
0	0.850607634934517	0.615	0.134	0	7	SKA2
0	1.16757180113969	0.709	0.198	0	7	SLBP
0	0.646786017231349	0.868	0.56	0	7	SLC25A3
0	1.2854963895171	0.906	0.509	0	7	SLC25A5
0	0.532691550359937	0.703	0.342	0	7	SLIRP
0	0.495651863658182	0.568	0.212	0	7	SMARCB1
0	0.606470001216078	0.492	0.108	0	7	SMC1A
0	1.18486789560388	0.622	0.052	0	7	SMC2
0	0.806377866486678	0.683	0.201	0	7	SMC3
0	1.59025877133114	0.778	0.141	0	7	SMC4
0	0.577569265461331	0.622	0.223	0	7	SMS
0	0.96149956990626	0.583	0.102	0	7	SNRNP25
0	0.496839105734764	0.557	0.171	0	7	SNRNP40
0	0.481783834385255	0.528	0.169	0	7	SNRPA
0	0.533974919728304	0.584	0.195	0	7	SNRPA1
0	1.09676147050526	0.939	0.539	0	7	SNRPB
0	0.506535070429813	0.695	0.309	0	7	SNRPC
0	1.10098562437248	0.865	0.367	0	7	SNRPD1
0	0.673188414584911	0.745	0.31	0	7	SNRPD3
0	0.7852077630234	0.817	0.422	0	7	SNRPE
0	0.779063078706841	0.825	0.414	0	7	SNRPF
0	1.02008810137341	0.923	0.532	0	7	SNRPG
0	0.577026644445533	0.29	0.004	0	7	SPC24
0	0.963355909941899	0.43	0.004	0	7	SPC25
0	0.652219154253059	0.84	0.457	0	7	SRP9
0	0.688822191068324	0.716	0.274	0	7	SRSF10
0	0.802085323290323	0.926	0.584	0	7	SRSF2
0	0.922146299560357	0.946	0.615	0	7	SRSF3
0	0.605566811577913	0.767	0.387	0	7	SRSF9
0	0.767741097103085	0.62	0.167	0	7	SSRP1
0	3.38413420577994	0.972	0.19	0	7	STMN1
0	0.794373377641163	0.625	0.174	0	7	STRA13
0	0.689375622832411	0.974	0.786	0	7	SUMO2
0	0.581068774984016	0.502	0.132	0	7	SUPT16H
0	0.867353202183856	0.551	0.114	0	7	TACC3
0	0.609522806615687	0.785	0.366	0	7	TALDO1
0	0.779316989094947	0.421	0.019	0	7	TCF19
0	0.518954855048319	0.625	0.25	0	7	TCP1
0	0.578791776478734	0.397	0.049	0	7	TEX30
0	0.910076760050122	0.641	0.14	0	7	TFDP1
0	0.539642454768969	0.695	0.305	0	7	THRAP3
0	0.562531464984664	0.538	0.167	0	7	TIMM10
0	1.81953757158124	0.669	0.027	0	7	TK1
0	1.13772211678543	0.642	0.087	0	7	TMEM106C
0	0.500818065872177	0.517	0.15	0	7	TMEM14A
0	0.483498313729245	0.723	0.331	0	7	TMEM160
0	1.15952455456906	0.707	0.133	0	7	TMPO
0	0.477622414100022	0.519	0.17	0	7	TOMM5
0	1.92367783448894	0.62	0.015	0	7	TOP2A
0	0.51659463203833	0.483	0.119	0	7	TPGS2
0	1.17751820573783	0.967	0.656	0	7	TPI1
0	0.582472043115977	0.756	0.383	0	7	TPM4
0	1.10044177331258	0.476	0.015	0	7	TPX2
0	0.639921528772303	0.306	0.009	0	7	TROAP
0	3.06303046408948	0.987	0.521	0	7	TUBA1B
0	0.927799736698513	0.561	0.145	0	7	TUBA1C
0	0.581295736136037	0.728	0.343	0	7	TUBA4A
0	2.78949972085536	0.973	0.466	0	7	TUBB
0	1.71254929998085	0.766	0.225	0	7	TUBB4B
0	0.556271910950442	0.373	0.039	0	7	TUBG1
0	0.469548250433262	0.721	0.384	0	7	TUFM
0	0.593751746384905	0.673	0.268	0	7	TXNDC17
0	2.28471949965847	0.802	0.028	0	7	TYMS
0	0.525925537876809	0.635	0.234	0	7	UBE2A
0	2.28231209584377	0.634	0.02	0	7	UBE2C
0	0.563796073411651	0.808	0.432	0	7	UBE2I
0	0.51763590018995	0.826	0.469	0	7	UBE2L3
0	0.507893738213772	0.765	0.385	0	7	UBE2N
0	1.28245437026355	0.62	0.125	0	7	UBE2S
0	1.12436202325889	0.586	0.031	0	7	UBE2T
0	0.946816894519409	0.441	0.008	0	7	UHRF1
0	0.514933287665446	0.284	0.042	0	7	UNG
0	0.635031659385069	0.603	0.185	0	7	UQCC2
0	0.579721407438692	0.902	0.626	0	7	UQCRH
0	0.68076638016924	0.903	0.559	0	7	UQCRQ
0	0.828907574004852	0.595	0.118	0	7	USP1
0	0.667727015796646	0.781	0.371	0	7	VDAC1
0	0.603988749592707	0.632	0.223	0	7	VDAC3
0	0.538801115290983	0.714	0.314	0	7	VPS29
0	0.643778070088791	0.488	0.078	0	7	VRK1
0	0.630457340710178	0.818	0.426	0	7	WDR1
0	0.768730848673128	0.425	0.027	0	7	WDR34
0	0.671745531534968	0.404	0.039	0	7	WDR76
