p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cell_type	gene
7.09179064698539e-83	0.276502012447444	0.26	0.194	1.44807273220795e-78	B cells	SNX5
1.20834475836502e-80	0.293025353946248	0.254	0.172	2.46731916210554e-76	B cells	LTA4H
3.86124199722798e-80	0.298872299642995	0.495	0.387	7.88427003413982e-76	B cells	TAF7
1.54405351506034e-79	0.216326750673235	0.854	0.761	3.1528028724017e-75	B cells	TSC22D3
2.34814689371686e-78	0.215191973899657	0.91	0.874	4.79468114228045e-74	B cells	BTF3
3.01761622675194e-78	0.316182235806694	0.272	0.191	6.16167057340479e-74	B cells	PARP14
3.48556114644856e-78	0.259352965553837	0.718	0.623	7.11716730493332e-74	B cells	CD48
1.12826514666915e-77	0.294036706181796	0.301	0.225	2.30380460298375e-73	B cells	NT5C
3.51626049759109e-77	0.294797730087324	0.385	0.287	7.17985231003124e-73	B cells	TAF1D
2.43037931421612e-76	0.290695084973883	0.518	0.413	4.9625915216979e-72	B cells	SEPT6
2.49947843972267e-76	0.264811753673436	0.712	0.649	5.10368502606972e-72	B cells	ATP6V1G1
1.17260266804712e-75	0.287596164609772	0.256	0.177	2.3943373878854e-71	B cells	FNIP1
7.40558091178169e-75	0.289650851776855	0.257	0.169	1.5121455663767e-70	B cells	EPB41L4A-AS1
1.39903802018423e-72	0.304906279453134	0.408	0.32	2.85669573341419e-68	B cells	HMGA1
6.88860085895058e-72	0.292452173931835	0.271	0.192	1.40658340938912e-67	B cells	SIPA1
1.37390569165139e-69	0.202036574235862	0.954	0.921	2.80537803178298e-65	B cells	OAZ1
6.52405131136274e-68	0.266645150209881	0.322	0.254	1.33214603726716e-63	B cells	APEX1
1.35563556978788e-65	0.259903869537678	0.288	0.194	2.76807226994986e-61	B cells	OFD1
5.53485142995718e-64	0.245265291826626	0.564	0.492	1.13016131348296e-59	B cells	UXT
2.13339857744711e-63	0.248513373866907	0.525	0.452	4.35618655528926e-59	B cells	ST13
2.11778508592685e-61	0.261162260259429	0.413	0.334	4.32430536695403e-57	B cells	CSK
3.61750769012278e-61	0.199586241030018	0.282	0.278	7.38658895246169e-57	B cells	METAP2
1.21897846459091e-59	0.243997371665017	0.302	0.216	2.48903212684819e-55	B cells	NHSL2
5.37809136910478e-59	0.212235729748947	0.275	0.237	1.09815247665751e-54	B cells	LYPLA1
7.03844666810973e-58	0.242919010940872	0.337	0.273	1.43718042516133e-53	B cells	PRMT1
8.19940841459513e-58	0.257722802764489	0.333	0.252	1.67423720417618e-53	B cells	HDAC1
4.49109329868474e-56	0.243969970671938	0.325	0.252	9.17036340658437e-52	B cells	UPF2
6.14890218456979e-53	0.233512996129808	0.414	0.348	1.2555443370673e-48	B cells	RSL1D1
3.31801321365316e-52	0.242706626928062	0.424	0.353	6.77505118095839e-48	B cells	MT-ND4L
3.34401853317359e-50	0.223031326299104	0.387	0.325	6.82815144288716e-46	B cells	FBL
6.18365739254693e-50	0.22286768320454	0.42	0.358	1.26264100298416e-45	B cells	NSA2
1.19067016030222e-49	0.238126774163504	0.503	0.419	2.43122940032111e-45	B cells	ANXA6
9.55638531184933e-49	0.228129255356681	0.463	0.401	1.95131831682651e-44	B cells	UBE2N
4.8489395572279e-48	0.210102851482158	0.401	0.338	9.90104968190365e-44	B cells	EIF1B
1.22833843468402e-44	0.22124113398706	0.315	0.259	2.50814424978131e-40	B cells	SMAP2
2.8565311115887e-44	0.111883622207102	0.989	0.983	5.83275087675298e-40	B cells	RPS24
4.45666916535591e-44	0.179664931666838	0.25	0.213	9.10007276874022e-40	B cells	CNDP2
5.41887746020929e-44	0.221812562476724	0.357	0.289	1.10648058860014e-39	B cells	LUC7L3
5.19533840194668e-43	0.23006692336205	0.527	0.492	1.06083614829349e-38	B cells	ANP32B
2.25680767894724e-42	0.178239251680618	0.275	0.235	4.60817559964237e-38	B cells	FAM96A
2.29252292008877e-42	0.190288183072207	0.359	0.308	4.68110255052927e-38	B cells	PHB2
4.1038218278549e-42	0.116655783347897	0.926	0.878	8.37959379029692e-38	B cells	CORO1A
5.43039932050042e-42	0.177908043967179	0.312	0.279	1.10883323725298e-37	B cells	ZFAND6
1.32524895906929e-41	0.202862990863076	0.298	0.223	2.70602584952359e-37	B cells	NT5C3A
3.3024824821689e-41	0.202238070826024	0.415	0.353	6.74333898034068e-37	B cells	C1QBP
3.75487033507836e-41	0.172719124535668	0.825	0.782	7.6670697371965e-37	B cells	CIRBP
6.36369102575847e-41	0.185675356502875	0.332	0.287	1.29940207054962e-36	B cells	C8orf59
3.77362602892175e-39	0.107848193764303	0.955	0.913	7.70536698845533e-35	B cells	MT-ND1
4.07952176819415e-39	0.198263314197497	0.411	0.36	8.32997549847564e-35	B cells	SCAF11
9.93109404196029e-39	0.155078756273476	0.25	0.22	2.02783009242787e-34	B cells	QARS
3.60075701203206e-38	0.180109082461728	0.67	0.604	7.35238574286827e-34	B cells	SERP1
3.82335461152572e-38	0.206901419270176	0.458	0.4	7.80690778127437e-34	B cells	POLR2J3
1.79257006579023e-37	0.181258778911724	0.278	0.234	3.66024881733706e-33	B cells	PLEKHJ1
7.36790638767175e-36	0.197389012725242	0.311	0.254	1.50445280529869e-31	B cells	ELOVL5
7.95066391396733e-36	0.232949293610073	0.282	0.228	1.62344606459299e-31	B cells	RP5-1171I10.5
2.67578763664845e-35	0.15087674368794	0.893	0.866	5.46369077527246e-31	B cells	TOMM7
5.4057258694639e-35	0.198379967397747	0.626	0.57	1.10379516528583e-30	B cells	TXNIP
5.53718331476392e-35	0.194900376051917	0.279	0.221	1.13063746104164e-30	B cells	BBX
1.39352465826005e-33	0.152831900089395	0.273	0.249	2.84543799970119e-29	B cells	C7orf50
3.21739510254257e-33	0.182794613319157	0.482	0.413	6.56959905988166e-29	B cells	SP100
3.36419771822144e-33	0.207653170165804	0.34	0.285	6.86935532083636e-29	B cells	FOXP1
3.42959338840886e-33	0.182381857975289	0.259	0.203	7.00288673979206e-29	B cells	PCF11
4.323025997746e-33	0.17338049975622	0.553	0.491	8.82718678479756e-29	B cells	SH3BGRL
1.70774436264233e-32	0.164144144698138	0.33	0.287	3.48704321407937e-28	B cells	IGBP1
1.53916320388738e-31	0.163292406420889	0.381	0.338	3.14281734601765e-27	B cells	C17orf62
5.3246699155145e-31	0.180106780332841	0.524	0.47	1.08724435004891e-26	B cells	SET
6.16188793996392e-31	0.146868162975425	0.312	0.279	1.25819589846123e-26	B cells	OXA1L
1.50647195774061e-30	0.137992923510018	0.694	0.632	3.07606509051056e-26	B cells	ANAPC16
1.97155519672847e-30	0.170860887030178	0.281	0.237	4.02571855619986e-26	B cells	JMJD1C
2.69747738210603e-29	0.161575251133927	0.321	0.279	5.5079790665223e-25	B cells	ATF6B
6.3755667172202e-29	0.116797566065083	0.831	0.8	1.30182696798919e-24	B cells	COMMD6
1.25563649556504e-28	0.177874535426074	0.364	0.309	2.56388416029425e-24	B cells	TNRC6B
5.15333863802362e-28	0.169042776546004	0.364	0.296	1.05226021649804e-23	B cells	CD82
5.57753689622696e-28	0.130177987828096	0.272	0.251	1.13887725884058e-23	B cells	AKR1A1
1.28825128266064e-27	0.130886550897153	0.263	0.236	2.63048029406476e-23	B cells	EIF2A
2.52953544498461e-27	0.129998799890478	0.781	0.739	5.16505842511408e-23	B cells	SRSF5
3.24221146038774e-27	0.163208009338701	0.377	0.335	6.62027158096573e-23	B cells	WSB1
5.45796289162514e-27	0.151240949946778	0.367	0.325	1.11446144284094e-22	B cells	LSM14A
2.16433778708731e-26	0.127031051982438	0.299	0.276	4.41936132745357e-22	B cells	ARL5A
4.89828892689394e-26	0.132271036428653	0.945	0.926	1.00018161598247e-21	B cells	HNRNPA1
5.24426494873146e-26	0.116548268036115	0.355	0.287	1.07082645988148e-21	B cells	LBH
1.86804913727859e-25	0.159830307201377	0.26	0.226	3.81436953340915e-21	B cells	PHF20
2.47481915171603e-25	0.161064906785037	0.329	0.282	5.05333322588896e-21	B cells	MGEA5
2.1736254891751e-24	0.156967954601565	0.307	0.264	4.43832588634664e-20	B cells	PSMB8-AS1
3.93656716663463e-24	0.133688379432662	0.585	0.553	8.03807649755126e-20	B cells	ATP5O
4.1599344952111e-24	0.128284852548054	0.255	0.228	8.49417024577155e-20	B cells	CNOT7
9.46558920269916e-24	0.150660440361726	0.286	0.24	1.93277865929914e-19	B cells	SASH3
9.91091530520238e-24	0.12425478054117	0.854	0.804	2.02370979616927e-19	B cells	YBX1
9.80283983799155e-23	0.128669510127565	0.274	0.244	2.0016418665195e-18	B cells	TMEM109
3.27570855284115e-22	0.136234639368782	0.271	0.234	6.68866929404634e-18	B cells	TMEM261
1.42959173520174e-21	0.143730202723946	0.283	0.228	2.91908336410843e-17	B cells	ATM
2.24357831405815e-21	0.121249607640497	0.411	0.389	4.58116255947534e-17	B cells	KTN1
8.16328759405739e-21	0.127835244218076	0.495	0.458	1.66686169383058e-16	B cells	SF1
1.26412896449006e-20	0.118202849599787	0.423	0.395	2.58122493259224e-16	B cells	PAPOLA
3.65387353057036e-20	0.137514283273911	0.275	0.238	7.46084436207162e-16	B cells	IDI1
5.52408979001009e-20	0.113570440773862	0.255	0.226	1.12796389422216e-15	B cells	MED28
1.00303307654638e-19	0.1156847719021	0.482	0.461	2.04809323900004e-15	B cells	LAMTOR5
1.56952896966539e-19	0.12765244267622	0.334	0.302	3.20482120315975e-15	B cells	DOCK8
5.25227357320824e-19	0.127544039417487	0.509	0.462	1.07246174091339e-14	B cells	RBMX
2.3714992096798e-18	0.131555610721816	0.508	0.471	4.84236423624517e-14	B cells	HERPUD1
6.39211383219603e-18	0.103595964346277	0.518	0.496	1.30520572339611e-13	B cells	SEP15
9.05021496025926e-18	0.125564603518752	0.618	0.598	1.84796339273534e-13	B cells	ACTR3
1.92050140512363e-16	0.115996889140598	0.293	0.26	3.92147181912194e-12	B cells	PNRC2
2.19295741330613e-15	0.114810910147077	0.267	0.232	4.47779974222978e-11	B cells	ABHD14B
3.91827720738213e-14	0.115576945690499	0.318	0.284	8.00073022975357e-10	B cells	ANKRD44
4.45268465952029e-14	0.135169738256169	0.539	0.512	9.09193680627448e-10	B cells	UCP2
1.22462419040353e-12	0.137181326729423	0.383	0.349	2.50056013438497e-08	B cells	RP11-347P5.1
0	0.730403713535043	0.317	0.107	0	Tregs	AC002331.1
0	1.22532258331296	0.352	0.045	0	Tregs	AC017002.1
0	1.82194608632311	0.606	0.141	0	Tregs	AC133644.2
0	0.48735454130656	0.95	0.888	0	Tregs	ARHGDIB
0	1.11108070791853	0.615	0.267	0	Tregs	ARID5B
0	0.67940984611993	0.811	0.638	0	Tregs	ARL6IP5
0	0.506544004410466	0.88	0.77	0	Tregs	ARPC1B
0	0.565317725773921	1	1	0	Tregs	B2M
0	1.84113629156543	0.723	0.256	0	Tregs	BATF
0	1.0277668481265	0.65	0.329	0	Tregs	BIRC3
0	0.602618828479763	0.701	0.514	0	Tregs	CALM3
0	1.04583729236851	0.688	0.406	0	Tregs	CARD16
0	0.844642754554555	0.932	0.623	0	Tregs	CD2
0	0.530670454475016	0.613	0.363	0	Tregs	CD247
0	1.31587164146872	0.833	0.419	0	Tregs	CD27
0	0.75843254511112	0.338	0.092	0	Tregs	CD28
0	0.687910384723579	0.977	0.708	0	Tregs	CD3D
0	0.568301759520115	0.85	0.563	0	Tregs	CD3E
0	0.621177904511965	0.374	0.175	0	Tregs	CD4
0	1.09738866299896	0.875	0.56	0	Tregs	CD7
0	1.162623568183	0.617	0.319	0	Tregs	CORO1B
0	0.905425518061224	0.554	0.309	0	Tregs	CREM
0	1.92382265160057	0.684	0.168	0	Tregs	CTLA4
0	1.0334214840352	0.712	0.44	0	Tregs	CTSC
0	0.963162750824545	0.28	0.037	0	Tregs	CUL9
0	0.737273902560615	0.457	0.235	0	Tregs	CXCR3
0	1.00499769863665	0.435	0.149	0	Tregs	CXCR6
0	1.06734463759317	0.642	0.33	0	Tregs	DNPH1
0	1.08368198508623	0.623	0.283	0	Tregs	DUSP4
0	0.723511760807951	0.867	0.713	0	Tregs	ENO1
0	1.77258121470551	0.57	0.04	0	Tregs	FOXP3
0	1.00669718179103	0.338	0.102	0	Tregs	GADD45A
0	0.663376199816033	0.369	0.157	0	Tregs	GATA3
0	1.12939802034657	0.667	0.324	0	Tregs	GBP2
0	0.784804720043012	0.397	0.151	0	Tregs	GBP5
0	0.935240662202997	0.567	0.319	0	Tregs	GLRX
0	0.918798186387315	1	0.993	0	Tregs	HLA-A
0	0.450123036925783	1	0.998	0	Tregs	HLA-B
0	0.445414619958528	0.999	0.991	0	Tregs	HLA-C
0	0.795741481824831	0.383	0.154	0	Tregs	HTATIP2
0	1.00087006893925	0.295	0.061	0	Tregs	ICA1
0	1.72305101324429	0.606	0.172	0	Tregs	ICOS
0	1.38276617082947	0.373	0.049	0	Tregs	IL1R2
0	2.32958321666413	0.601	0.084	0	Tregs	IL2RA
0	0.811698907150574	0.562	0.257	0	Tregs	IL2RB
0	0.84244648192547	0.822	0.603	0	Tregs	IL2RG
0	1.932182823323	0.993	0.704	0	Tregs	IL32
0	0.631213599424754	0.793	0.604	0	Tregs	ISG20
0	1.73552984808831	0.427	0.068	0	Tregs	LAIR2
0	0.777644377666122	0.697	0.396	0	Tregs	LAT
0	0.746055678316623	0.267	0.053	0	Tregs	LAYN
0	0.66284861833149	0.818	0.541	0	Tregs	LCK
0	1.20411838236766	0.785	0.442	0	Tregs	LINC00152
0	0.860376437522004	0.483	0.251	0	Tregs	LMNA
0	1.24138260232955	0.89	0.559	0	Tregs	LTB
0	0.627278580268133	0.338	0.141	0	Tregs	MAF
0	1.5129234852625	0.42	0.12	0	Tregs	MAGEH1
0	1.4032918535022	0.684	0.266	0	Tregs	MIR4435-2HG
0	0.602942799179338	0.558	0.368	0	Tregs	NDFIP1
0	0.817414607294985	0.254	0.08	0	Tregs	NGFRAP1
0	1.26236057914521	0.671	0.27	0	Tregs	PBXIP1
0	0.742346128924857	0.38	0.165	0	Tregs	PHLDA1
0	1.36477128668949	0.663	0.269	0	Tregs	PIM2
0	0.7130444375976	0.757	0.619	0	Tregs	PKM
0	1.06169604008005	0.569	0.297	0	Tregs	PMAIP1
0	0.607403392016176	0.369	0.208	0	Tregs	PMVK
0	0.689996072497491	0.549	0.334	0	Tregs	PRDX2
0	0.865518999464645	0.896	0.665	0	Tregs	RGS1
0	0.70540133094302	0.408	0.208	0	Tregs	RHBDD2
0	0.621825589928589	0.626	0.443	0	Tregs	RHOG
0	0.711204831242995	0.696	0.488	0	Tregs	RNF213
0	0.710188157353524	0.453	0.208	0	Tregs	RORA
0	0.796695349021143	0.731	0.546	0	Tregs	RPS27L
0	1.32777343232775	0.365	0.036	0	Tregs	RTKN2
0	1.08954069417837	0.982	0.812	0	Tregs	S100A4
0	0.908142540096344	0.5	0.229	0	Tregs	SH2D2A
0	0.691125914591326	0.424	0.188	0	Tregs	SIRPG
0	0.638104727018583	0.277	0.091	0	Tregs	SLAMF1
0	0.830555240597739	0.823	0.626	0	Tregs	SOD1
0	0.763552270274329	0.338	0.145	0	Tregs	SPATS2L
0	1.31157950873524	0.774	0.356	0	Tregs	SPOCK2
0	0.382586993711638	0.975	0.874	0	Tregs	SRGN
0	0.608613987814981	0.741	0.574	0	Tregs	STK17B
0	0.468267419879883	0.888	0.786	0	Tregs	SUMO2
0	1.17276591428482	0.454	0.106	0	Tregs	TBC1D4
0	1.24429761998416	0.753	0.312	0	Tregs	TIGIT
0	0.716222806798692	0.427	0.205	0	Tregs	TMEM173
0	2.18287026420398	0.727	0.232	0	Tregs	TNFRSF18
0	1.38497992934843	0.67	0.299	0	Tregs	TNFRSF1B
0	0.747181826762154	0.403	0.155	0	Tregs	TNFRSF25
0	3.0224877999846	0.726	0.192	0	Tregs	TNFRSF4
0	1.07518665877944	0.335	0.092	0	Tregs	TNFRSF9
0	0.651583685898974	0.477	0.288	0	Tregs	TNIP1
0	1.22821772942595	0.983	0.716	0	Tregs	TRAC
0	0.930187838797401	0.838	0.63	0	Tregs	TRBC2
0	0.45182306217771	0.978	0.946	0	Tregs	UBC
0	0.705394328109873	0.67	0.496	0	Tregs	UCP2
0	1.06011926718418	0.616	0.343	0	Tregs	UGP2
0	0.555620533023479	0.762	0.623	0	Tregs	YWHAB
4.94065645841247e-324	0.626736998244614	0.314	0.138	1.00883264224324e-319	Tregs	TRAF1
1.08694442085074e-321	0.606455675548664	0.517	0.289	2.21943181293513e-317	Tregs	SIT1
1.41523819680546e-317	0.912664669718351	0.659	0.475	2.88977487405707e-313	Tregs	TRBC1
4.94789343317962e-316	0.62560808402448	0.517	0.299	1.01031036012095e-311	Tregs	SLA
3.04734630172644e-308	0.432049734349528	0.974	0.937	6.22237641349522e-304	Tregs	MYL6
4.17121329459441e-306	0.562732235439184	0.336	0.143	8.51720042623233e-302	Tregs	CD5
8.13671707271142e-304	0.556286790575203	0.274	0.105	1.66143625907694e-299	Tregs	FAS
4.66670768880819e-303	0.606121858609465	0.393	0.198	9.52895042977744e-299	Tregs	GALM
4.73323995745065e-302	0.479983117822207	0.868	0.742	9.66480266911848e-298	Tregs	FXYD5
3.70183605716233e-301	0.578403717727818	0.27	0.11	7.55877904511977e-297	Tregs	HAPLN3
9.57899296910926e-301	0.412531277615255	1	0.999	1.95593457436242e-296	Tregs	MALAT1
3.01002352449434e-297	0.537276386056761	0.677	0.53	6.146167034665e-293	Tregs	CUTA
2.13092881847056e-288	0.560267947484988	0.296	0.13	4.35114355443503e-284	Tregs	IL12RB1
8.93289838576457e-288	0.562900099169501	0.624	0.453	1.82400852138927e-283	Tregs	DDX24
1.48025263674374e-287	0.364417428598419	0.999	0.995	3.02252785896705e-283	Tregs	TMSB10
1.10882842414327e-286	0.377610242673995	0.973	0.944	2.26411675925814e-282	Tregs	HLA-E
9.075379734366e-286	0.464129471312929	0.845	0.723	1.85310178796019e-281	Tregs	RAC2
1.68637779016962e-280	0.529023134526831	0.624	0.47	3.44341480974736e-276	Tregs	RAP1A
7.497202021779e-280	0.584670746503798	0.426	0.232	1.53085368082706e-275	Tregs	TTC39C
3.71596289961547e-276	0.597880300715594	0.334	0.175	7.58762464472484e-272	Tregs	CD59
2.07774824736367e-274	0.578359528747661	0.314	0.142	4.24255414629188e-270	Tregs	AQP3
2.090357861059e-274	0.66765761572378	0.397	0.259	4.26830171649637e-270	Tregs	PIM3
4.1740120071605e-274	0.55383801757605	0.269	0.119	8.52291511742102e-270	Tregs	PHTF2
7.39757905853102e-271	0.577323817694646	0.501	0.31	1.51051166796145e-266	Tregs	DOK2
1.79857745125456e-270	0.539890857651197	0.48	0.309	3.67251529771669e-266	Tregs	PPM1G
3.75154254358895e-269	0.139365795484524	0.873	0.697	7.66027471975428e-265	Tregs	SAT1
4.22622854828095e-269	0.356329985976613	0.672	0.447	8.62953607273487e-265	Tregs	CD3G
1.64530158817676e-262	0.592894757931966	0.261	0.119	3.35954131289813e-258	Tregs	SATB1
1.34732856040838e-260	0.898091219783018	0.606	0.416	2.75111018749788e-256	Tregs	IFI6
1.79275151452414e-260	0.371648787786472	0.966	0.92	3.66061931750684e-256	Tregs	DDX5
1.64760643624674e-256	0.579662721236031	0.638	0.505	3.36424758217223e-252	Tregs	COX5A
1.18061347451725e-252	0.532818308963069	0.396	0.236	2.41069465361678e-248	Tregs	CCM2
3.3288893154687e-252	0.379264510465488	0.978	0.941	6.79725909325554e-248	Tregs	BTG1
2.02511361376263e-248	0.494666794453096	0.662	0.498	4.13507948794192e-244	Tregs	ICAM3
3.60154756382625e-245	0.549712371837725	0.301	0.141	7.35399997057682e-241	Tregs	FAM46C
4.80739244061389e-245	0.517531241792988	0.427	0.235	9.81621462448951e-241	Tregs	SKAP1
3.05416632542442e-244	0.504324018697202	0.315	0.145	6.23630221988413e-240	Tregs	RASGRP1
5.82274936000512e-241	0.486931874187284	0.259	0.114	1.18894719181945e-236	Tregs	UXS1
7.38465907378163e-240	0.532057354506459	0.54	0.334	1.50787353627547e-235	Tregs	SELL
1.71568657344531e-237	0.500149681057069	0.555	0.401	3.50326041431797e-233	Tregs	JAK1
7.30028653728911e-234	0.488063070953131	0.428	0.236	1.49064550804906e-229	Tregs	PTTG1
8.90946262857857e-233	0.444964673511274	0.746	0.615	1.81922317412946e-228	Tregs	PARK7
1.23713783241092e-231	0.562606898581005	0.381	0.207	2.52611173999986e-227	Tregs	PRDM1
2.66962789444616e-229	0.540309233446898	0.582	0.428	5.4511131976696e-225	Tregs	CFLAR
9.70342424084299e-223	0.539812320060702	0.716	0.545	1.98134219573773e-218	Tregs	ISG15
2.34386137535628e-222	0.602530703148812	0.367	0.207	4.78593054234e-218	Tregs	OAS1
4.94903712335535e-222	0.520774013007673	0.302	0.167	1.01054389021793e-217	Tregs	ANKRD10
7.64657661458839e-221	0.579783870963004	0.387	0.224	1.5613544789328e-216	Tregs	CCND2
3.06682090007883e-219	0.501007026614029	0.524	0.329	6.26214159587097e-215	Tregs	PIK3IP1
6.25235701503746e-219	0.50076190508898	0.534	0.364	1.2766687789005e-214	Tregs	HN1
1.21069505616313e-218	0.410729501511868	0.841	0.741	2.47211823517949e-214	Tregs	GMFG
1.25403024465355e-215	0.467253022116784	0.646	0.523	2.56060435655808e-211	Tregs	C9orf16
9.43015459304194e-213	0.481479958810246	0.295	0.161	1.92554326635323e-208	Tregs	REXO2
1.335825904487e-210	0.51240388875001	0.535	0.382	2.727622914372e-206	Tregs	STAT3
2.1989333263595e-206	0.45863594936086	0.414	0.281	4.49000195909347e-202	Tregs	GTF3C6
3.54645120147777e-206	0.492959927809163	0.571	0.405	7.24149870829746e-202	Tregs	RHOH
1.365540095988e-204	0.424596640947206	0.663	0.527	2.78829632199789e-200	Tregs	UBE2D2
3.40647502892386e-202	0.513414326949363	0.425	0.276	6.95568136155963e-198	Tregs	IL10RA
1.36818078569922e-201	0.458985533213072	0.355	0.186	2.79368834631923e-197	Tregs	MIAT
1.08068940098013e-200	0.460635461741951	0.397	0.262	2.20665968786132e-196	Tregs	SDF4
1.54497012937425e-199	0.491263652295314	0.431	0.296	3.15467450716927e-195	Tregs	CACYBP
3.26470061934595e-198	0.489462349889567	0.262	0.126	6.66619219464249e-194	Tregs	DUSP10
1.32142152089527e-197	0.497529582105981	0.505	0.342	2.69821060351606e-193	Tregs	CTSA
1.67601187367297e-193	0.466031614310884	0.435	0.293	3.42224864485284e-189	Tregs	SEC11C
7.61805376687068e-193	0.467502224377779	0.275	0.143	1.55553039865732e-188	Tregs	SNX9
3.02559771230515e-192	0.479187222769382	0.448	0.275	6.17796796875589e-188	Tregs	LBH
3.09409438664912e-190	0.455848891788504	0.63	0.491	6.31783132809884e-186	Tregs	CYTIP
1.36360072820544e-187	0.450755512371241	0.447	0.325	2.78433632692268e-183	Tregs	VCP
3.10297921979931e-187	0.440116375962408	0.686	0.508	6.3359732689082e-183	Tregs	TYMP
8.00838351988798e-187	0.313714471849035	0.983	0.952	1.63523183092593e-182	Tregs	GAPDH
2.79498349175663e-186	0.427404576634044	0.548	0.367	5.70707679181785e-182	Tregs	FYN
4.38767057752042e-186	0.437657215664573	0.289	0.172	8.95918455223895e-182	Tregs	NCF4
4.41764782044581e-185	0.465188915846923	0.32	0.187	9.0203950845683e-181	Tregs	BTG3
3.42583902128815e-181	0.450113275274895	0.434	0.29	6.99522069756828e-177	Tregs	SURF4
1.59296496020265e-180	0.464642121275506	0.444	0.288	3.2526751522378e-176	Tregs	CASP1
3.17594704393557e-179	0.35740928647474	0.858	0.778	6.48496626901203e-175	Tregs	CIRBP
1.09183533447515e-177	0.451430057717266	0.303	0.172	2.2294185694648e-173	Tregs	FAM129A
1.49664052958225e-177	0.416359807708788	0.655	0.522	3.055990297354e-173	Tregs	NOP10
1.06292646054942e-176	0.531880097961897	0.769	0.652	2.17038953979587e-172	Tregs	LY6E
6.83240380360476e-176	0.427751868187234	0.582	0.414	1.39510853265806e-171	Tregs	TRAF3IP3
1.31846689291497e-172	0.428957989365847	0.394	0.239	2.69217754864308e-168	Tregs	OPTN
1.3724174656345e-172	0.413920273229372	0.552	0.431	2.80233922307908e-168	Tregs	NDUFV2
2.19007711516304e-170	0.379540524133303	0.528	0.353	4.47191846145141e-166	Tregs	LGALS3
2.56182102244234e-170	0.349587089209551	0.858	0.775	5.23098234572501e-166	Tregs	SUB1
4.34404702665088e-170	0.443653899958423	0.395	0.257	8.87010962371842e-166	Tregs	CMTM7
5.2342156554209e-169	0.430824214035729	0.293	0.176	1.06877449468039e-164	Tregs	TNIP2
5.74012243771229e-169	0.502767877502722	0.355	0.209	1.17207560055647e-164	Tregs	RP11-138A9.1
8.55276366193095e-169	0.314118195800637	0.634	0.454	1.74638881212968e-164	Tregs	CST7
2.4686093491904e-168	0.436639990867075	0.488	0.34	5.04065343011188e-164	Tregs	RHOF
1.85377551016218e-167	0.448187875297861	0.287	0.163	3.78522421420015e-163	Tregs	NABP1
3.3995194569981e-167	0.440515251909632	0.334	0.207	6.94147877924442e-163	Tregs	CD58
8.79972053463039e-166	0.436127905837312	0.341	0.227	1.79681493596618e-161	Tregs	HPRT1
9.30839729045919e-166	0.433465179809906	0.405	0.26	1.90068164273886e-161	Tregs	CCDC167
1.65963467145006e-165	0.492720873447225	0.418	0.305	3.38880803563389e-161	Tregs	TPR
9.56889039991003e-165	0.42686829822347	0.409	0.28	1.95387173075763e-160	Tregs	MVP
1.63270515543745e-164	0.490557519501766	0.411	0.266	3.33382065688773e-160	Tregs	EPSTI1
2.11843002606415e-164	0.480121876061261	0.45	0.295	4.32562227022039e-160	Tregs	ACP5
3.5476080543539e-164	0.361293698811137	0.846	0.759	7.24386088618522e-160	Tregs	HSPA8
5.30162633513153e-164	0.39141897374915	0.618	0.45	1.08253908137051e-159	Tregs	SAMSN1
2.96867540735396e-163	0.398340927500991	0.263	0.161	6.06173831427605e-159	Tregs	IFNAR2
5.433531522799e-163	0.416614130779659	0.276	0.141	1.10947280164033e-158	Tregs	MT1E
2.24964121261996e-162	0.40885926818652	0.263	0.137	4.59354239204869e-158	Tregs	HNRNPLL
4.61467904812089e-162	0.44885874632644	0.338	0.199	9.42271314835805e-158	Tregs	IL27RA
2.82651033630136e-161	0.395309130703912	0.561	0.421	5.77145145569374e-157	Tregs	TERF2IP
3.01566405912084e-159	0.396575685744301	0.552	0.435	6.15768444231884e-155	Tregs	DYNLRB1
3.92215323251308e-159	0.431574367601086	0.379	0.234	8.00864468546846e-155	Tregs	SUSD3
2.75768225787331e-158	0.415015134891911	0.495	0.357	5.63091140235151e-154	Tregs	SH3KBP1
7.16867234488151e-158	0.37940297672823	0.666	0.551	1.46377120610136e-153	Tregs	PSMB8
1.27240622396557e-157	0.441839547633715	0.417	0.294	2.59812626871529e-153	Tregs	USP15
6.52851111270648e-156	0.41786950803401	0.272	0.155	1.33305668410354e-151	Tregs	TLK1
4.7584524486637e-154	0.378703386393512	0.708	0.575	9.7162840549264e-150	Tregs	FKBP1A
5.61833497850993e-154	0.413805732745387	0.266	0.147	1.14720781926194e-149	Tregs	KDSR
6.33793986138264e-154	0.393755106157729	0.446	0.325	1.29414394029572e-149	Tregs	ANXA7
6.58274982807526e-152	0.423044971798916	0.352	0.237	1.34413168739469e-147	Tregs	MAP2K3
1.73774622086816e-151	0.4030850016709	0.351	0.232	3.54830400839069e-147	Tregs	ARPP19
3.59838095220111e-151	0.462733325825906	0.48	0.322	7.34753406629946e-147	Tregs	SOCS3
5.79544850118956e-151	0.476945638764612	0.356	0.223	1.1833726294579e-146	Tregs	ENTPD1
1.28441267397039e-150	0.320660138095191	0.953	0.911	2.62264223898015e-146	Tregs	RPS26
1.85505205306665e-149	0.365103137206783	0.63	0.527	3.7878307871568e-145	Tregs	NDUFB8
