ID	Term	Ontology	Count	Size	numInt	numTotal	p_value	fdr	Enrichment_Score	Fold_Enrichment	GeneRatio	Genes
GO:0032268	regulation_of_cellular_protein_metabolic_process	Biological Process	12	2643	38	17313	0.00881812306863828	0.0556129628195454	2.05462384431016	2.06858235258976	0.315789473684211	CCL4//HSP90AA1//HSPA1A//HSPB1//IFI6//ISG15//NFKBIA//PHACTR1//S100A8//S100A9//TCL1A//VIM
GO:0071219	cellular_response_to_molecule_of_bacterial_origin	Biological Process	3	195	38	17313	0.00888484836265249	0.0556626923911871	2.05134997988178	7.00931174089069	0.0789473684210526	CXCL8//NFKBIA//VIM
GO:0061844	antimicrobial_humoral_immune_response_mediated_by_antimicrobial_peptide	Biological Process	2	65	38	17313	0.00894386700789012	0.055663803878053	2.04847466721356	14.0186234817814	0.0526315789473684	CXCL8//S100A9
GO:0051607	defense_response_to_virus	Biological Process	3	198	38	17313	0.0092616762679269	0.0568931542172652	2.03331040337993	6.90311004784689	0.0789473684210526	IFI6//IFITM1//ISG15
GO:0070555	response_to_interleukin-1	Biological Process	3	198	38	17313	0.0092616762679269	0.0568931542172652	2.03331040337993	6.90311004784689	0.0789473684210526	CCL4//CXCL8//NFKBIA
GO:0046903	secretion	Biological Process	7	1105	38	17313	0.00935275507927281	0.0570819761612392	2.0290604383813	2.88618718742558	0.184210526315789	HSP90AA1//HSPA1A//ISG15//S100A11//S100A8//S100A9//SRGN
GO:0048010	vascular_endothelial_growth_factor_receptor_signaling_pathway	Biological Process	2	67	38	17313	0.00948103732808395	0.0573507670840688	2.02314414354624	13.6001571091909	0.0526315789473684	HSP90AA1//HSPB1
GO:0031396	regulation_of_protein_ubiquitination	Biological Process	3	200	38	17313	0.00951804485433277	0.0573507670840688	2.02145225289476	6.83407894736842	0.0789473684210526	HSP90AA1//HSPA1A//ISG15
GO:0051247	positive_regulation_of_protein_metabolic_process	Biological Process	9	1697	38	17313	0.0096902645210422	0.0580189255500375	2.0136643675869	2.41629190832119	0.236842105263158	CCL4//HSP90AA1//HSPA1A//HSPB1//NFKBIA//S100A8//S100A9//TCL1A//VIM
GO:0016064	immunoglobulin_mediated_immune_response	Biological Process	3	203	38	17313	0.00991035790680367	0.0589635130807313	2.00391066093924	6.73308270676692	0.0789473684210526	IGHA1//IGHD//IGHG4
GO:0019724	B_cell_mediated_immunity	Biological Process	3	206	38	17313	0.010312023742617	0.060969840378223	1.98665609572489	6.63502810424119	0.0789473684210526	IGHA1//IGHD//IGHG4
GO:0050864	regulation_of_B_cell_activation	Biological Process	3	209	38	17313	0.010723086164447	0.0626515716874545	1.96968020426102	6.53978846638126	0.0789473684210526	IGHA1//IGHD//IGHG4
GO:0030500	regulation_of_bone_mineralization	Biological Process	2	73	38	17313	0.0111766019304051	0.0636931652178506	1.95169021677094	12.4823359769286	0.0526315789473684	ISG15//SRGN
GO:0043281	regulation_of_cysteine-type_endopeptidase_activity_involved_in_apoptotic_process	Biological Process	3	213	38	17313	0.0112858582982322	0.0639306703600457	1.94746540689977	6.41697553743514	0.0789473684210526	IFI6//S100A8//S100A9
GO:0001895	retina_homeostasis	Biological Process	2	74	38	17313	0.0114712878491742	0.0642120609782174	1.94038782234347	12.3136557610242	0.0526315789473684	HSPB1//IGHA1
GO:0031397	negative_regulation_of_protein_ubiquitination	Biological Process	2	74	38	17313	0.0114712878491742	0.0642120609782174	1.94038782234347	12.3136557610242	0.0526315789473684	HSPA1A//ISG15
GO:0006402	mRNA_catabolic_process	Biological Process	3	216	38	17313	0.0117190053281601	0.0652128178849379	1.9311092482858	6.32785087719298	0.0789473684210526	HSPA1A//RPS26//RPS4Y1
GO:0050867	positive_regulation_of_cell_activation	Biological Process	4	412	38	17313	0.0123210757473359	0.0681622085203496	1.90935137246898	4.42335206949412	0.105263157894737	IGHA1//IGHD//IGHG4//LGALS1
GO:0045637	regulation_of_myeloid_cell_differentiation	Biological Process	3	223	38	17313	0.0127667975790106	0.0684628275565045	1.89391802741811	6.12921878687751	0.0789473684210526	HSPA1A//ISG15//NFKBIA
GO:2001234	negative_regulation_of_apoptotic_signaling_pathway	Biological Process	3	225	38	17313	0.0130757566200952	0.0684628275565045	1.88353317156776	6.07473684210526	0.0789473684210526	HSPA1A//HSPB1//IFI6
GO:0051090	regulation_of_DNA-binding_transcription_factor_activity	Biological Process	4	421	38	17313	0.0132507374400078	0.0688074514226377	1.87775995137139	4.32879109888736	0.105263157894737	HSPA1A//NFKBIA//S100A8//S100A9
GO:0070098	chemokine-mediated_signaling_pathway	Biological Process	2	80	38	17313	0.0133105323576561	0.0688074514226377	1.87580457447507	11.3901315789474	0.0526315789473684	CCL4//CXCL8
GO:0051246	regulation_of_protein_metabolic_process	Biological Process	12	2808	38	17313	0.0141164206635492	0.0711410961316271	1.8502754083217	1.9470310391363	0.315789473684211	CCL4//HSP90AA1//HSPA1A//HSPB1//IFI6//ISG15//NFKBIA//PHACTR1//S100A8//S100A9//TCL1A//VIM
GO:0045778	positive_regulation_of_ossification	Biological Process	2	83	38	17313	0.0142751860221287	0.0711410961316271	1.84541822368753	10.9784400760938	0.0526315789473684	IFITM1//ISG15
GO:1902531	regulation_of_intracellular_signal_transduction	Biological Process	9	1810	38	17313	0.0144714553064612	0.0711410961316271	1.83948779232362	2.26544053503926	0.236842105263158	CCL4//HSP90AA1//HSPA1A//HSPB1//LGALS1//NFKBIA//S100A4//S100A8//S100A9
GO:0002758	innate_immune_response-activating_signal_transduction	Biological Process	3	234	38	17313	0.0145191584639915	0.0711410961316271	1.83805855478166	5.84109311740891	0.0789473684210526	NFKBIA//S100A8//S100A9
GO:0030098	lymphocyte_differentiation	Biological Process	3	234	38	17313	0.0145191584639915	0.0711410961316271	1.83805855478166	5.84109311740891	0.0789473684210526	CD79A//CD79B//LGALS1
GO:0043122	regulation_of_I-kappaB_kinase|NF-kappaB_signaling	Biological Process	3	234	38	17313	0.0145191584639915	0.0711410961316271	1.83805855478166	5.84109311740891	0.0789473684210526	HSPB1//LGALS1//S100A4
GO:0006898	receptor-mediated_endocytosis	Biological Process	3	236	38	17313	0.0148517609805488	0.0711410961316271	1.82822204878496	5.79159232827832	0.0789473684210526	CXCL8//HSP90AA1//IGHA1
GO:2000116	regulation_of_cysteine-type_endopeptidase_activity	Biological Process	3	236	38	17313	0.0148517609805488	0.0711410961316271	1.82822204878496	5.79159232827832	0.0789473684210526	IFI6//S100A8//S100A9
GO:0098657	import_into_cell	Biological Process	5	671	38	17313	0.0150113131672468	0.0711410961316271	1.82358131466254	3.3949721546788	0.131578947368421	CXCL8//HSP90AA1//IGHA1//IGHD//IGHG4
GO:0007005	mitochondrion_organization	Biological Process	4	437	38	17313	0.0150125222527748	0.0711410961316271	1.82354633584215	4.17029989160544	0.105263157894737	HSP90AA1//HSPA1A//IFI6//TYMP
GO:0031334	positive_regulation_of_protein_complex_assembly	Biological Process	3	238	38	17313	0.0151886879712713	0.0711410961316271	1.81847973972818	5.74292348518355	0.0789473684210526	HSP90AA1//HSPA1A//TCL1A
GO:0019439	aromatic_compound_catabolic_process	Biological Process	4	442	38	17313	0.0155921993777877	0.0720213531597285	1.80709262052208	4.12312455346511	0.105263157894737	HSPA1A//RPS26//RPS4Y1//TYMP
GO:0002690	positive_regulation_of_leukocyte_chemotaxis	Biological Process	2	87	38	17313	0.0156071642682287	0.0720213531597285	1.80667599857344	10.4736842105263	0.0526315789473684	CCL4//CXCL8
GO:0006919	activation_of_cysteine-type_endopeptidase_activity_involved_in_apoptotic_process	Biological Process	2	88	38	17313	0.015948232014991	0.0732379975057353	1.79728745484452	10.3546650717703	0.0526315789473684	S100A8//S100A9
GO:1903706	regulation_of_hemopoiesis	Biological Process	4	446	38	17313	0.016066059217398	0.0734226667616352	1.79409063661687	4.08614585791834	0.105263157894737	HSPA1A//ISG15//LGALS1//NFKBIA
GO:0016477	cell_migration	Biological Process	6	947	38	17313	0.0162314360013502	0.073744995748121	1.78964305627516	2.88662257544601	0.157894736842105	CCL4//CXCL8//IGHA1//S100A8//S100A9//VPREB3
GO:1990869	cellular_response_to_chemokine	Biological Process	2	89	38	17313	0.0162924990606314	0.073744995748121	1.78801229537227	10.2383205204021	0.0526315789473684	CCL4//CXCL8
GO:0045088	regulation_of_innate_immune_response	Biological Process	4	449	38	17313	0.0164273924587396	0.0740014917427032	1.7844313672194	4.0588442152151	0.105263157894737	HSPA1A//NFKBIA//S100A8//S100A9
GO:0006401	RNA_catabolic_process	Biological Process	3	250	38	17313	0.0173014348103648	0.0763293085421527	1.76191787927669	5.46726315789474	0.0789473684210526	HSPA1A//RPS26//RPS4Y1
GO:0045639	positive_regulation_of_myeloid_cell_differentiation	Biological Process	2	92	38	17313	0.0173443471754225	0.0763293085421527	1.76084204194168	9.90446224256293	0.0526315789473684	HSPA1A//ISG15
GO:0032652	regulation_of_interleukin-1_production	Biological Process	2	93	38	17313	0.0177012628356246	0.0771677172465479	1.75199574928907	9.79796264855688	0.0526315789473684	HSPB1//IGHD
GO:0006606	protein_import_into_nucleus	Biological Process	2	95	38	17313	0.0184244552119379	0.0795203660776875	1.73460534482289	9.59168975069252	0.0526315789473684	NFKBIA//TXNIP
GO:2001243	negative_regulation_of_intrinsic_apoptotic_signaling_pathway	Biological Process	2	95	38	17313	0.0184244552119379	0.0795203660776875	1.73460534482289	9.59168975069252	0.0526315789473684	HSPA1A//HSPB1
GO:0002218	activation_of_innate_immune_response	Biological Process	3	257	38	17313	0.0186063892564844	0.0795203660776875	1.73033789759085	5.31834937538398	0.0789473684210526	NFKBIA//S100A8//S100A9
GO:0006614	SRP-dependent_cotranslational_protein_targeting_to_membrane	Biological Process	2	96	38	17313	0.0187907026317613	0.0795203660776875	1.72605698022989	9.49177631578947	0.0526315789473684	RPS26//RPS4Y1
GO:0051091	positive_regulation_of_DNA-binding_transcription_factor_activity	Biological Process	3	260	38	17313	0.0191820780960305	0.0795203660776875	1.71710434519713	5.25698380566802	0.0789473684210526	HSPA1A//S100A8//S100A9
GO:0006914	autophagy	Biological Process	3	261	38	17313	0.0193761675797672	0.0795203660776875	1.71273211807729	5.23684210526316	0.0789473684210526	HSP90AA1//S100A8//S100A9
GO:0006886	intracellular_protein_transport	Biological Process	6	986	38	17313	0.0194394050087419	0.0795203660776875	1.71131703186729	2.77244582043344	0.157894736842105	HSP90AA1//HSPB1//NFKBIA//RPS26//RPS4Y1//TXNIP
GO:0090150	establishment_of_protein_localization_to_membrane	Biological Process	3	262	38	17313	0.0195713543702928	0.0795203660776875	1.70837911940117	5.2168541582965	0.0789473684210526	HSP90AA1//RPS26//RPS4Y1
GO:0032270	positive_regulation_of_cellular_protein_metabolic_process	Biological Process	8	1592	38	17313	0.0202128848157156	0.0817153377592607	1.69437169884802	2.28947368421053	0.210526315789474	CCL4//HSP90AA1//HSPA1A//NFKBIA//S100A8//S100A9//TCL1A//VIM
GO:0006613	cotranslational_protein_targeting_to_membrane	Biological Process	2	101	38	17313	0.0206678702789662	0.0831991714208598	1.68470427294919	9.02188639916623	0.0526315789473684	RPS26//RPS4Y1
GO:2001237	negative_regulation_of_extrinsic_apoptotic_signaling_pathway	Biological Process	2	102	38	17313	0.0210523888321345	0.0843879654033867	1.6766986172748	8.93343653250774	0.0526315789473684	HSPA1A//IFI6
GO:0033138	positive_regulation_of_peptidyl-serine_phosphorylation	Biological Process	2	105	38	17313	0.0222238566581268	0.086875076027223	1.65318057275771	8.6781954887218	0.0526315789473684	HSP90AA1//TCL1A
GO:0045185	maintenance_of_protein_location	Biological Process	2	105	38	17313	0.0222238566581268	0.086875076027223	1.65318057275771	8.6781954887218	0.0526315789473684	NFKBIA//SRGN
GO:0021782	glial_cell_development	Biological Process	2	106	38	17313	0.0226202692780462	0.0877021529735644	1.64550222941616	8.59632571996028	0.0526315789473684	S100A8//VIM
GO:0006954	inflammatory_response	Biological Process	4	495	38	17313	0.0226208512955071	0.0877021529735644	1.64549105520259	3.68165869218501	0.105263157894737	CCL4//CXCL8//S100A8//S100A9
GO:0097190	apoptotic_signaling_pathway	Biological Process	3	280	38	17313	0.0232727179955016	0.0898611886683449	1.63315289296956	4.88148496240601	0.0789473684210526	CRIP1//IFI6//SRGN
GO:0045047	protein_targeting_to_ER	Biological Process	2	109	38	17313	0.0238270794475246	0.0900294443690621	1.62292918709356	8.35972959922743	0.0526315789473684	RPS26//RPS4Y1
GO:0071897	DNA_biosynthetic_process	Biological Process	2	111	38	17313	0.0246461229289598	0.0925207630587142	1.60825138969263	8.20910384068279	0.0526315789473684	HSP90AA1//ISG15
GO:0051249	regulation_of_lymphocyte_activation	Biological Process	4	512	38	17313	0.0252282064651691	0.0943315546088932	1.5981136234407	3.55941611842105	0.105263157894737	IGHA1//IGHD//IGHG4//LGALS1
GO:0072599	establishment_of_protein_localization_to_endoplasmic_reticulum	Biological Process	2	113	38	17313	0.0254766390620913	0.0948854352470013	1.59385786570336	8.06380996739637	0.0526315789473684	RPS26//RPS4Y1
GO:0019083	viral_transcription	Biological Process	2	114	38	17313	0.0258961647617846	0.095818829838717	1.58676455044105	7.99307479224377	0.0526315789473684	RPS26//RPS4Y1
GO:0051170	import_into_nucleus	Biological Process	2	115	38	17313	0.0263185171791444	0.0965012296568626	1.57973858310733	7.92356979405034	0.0526315789473684	NFKBIA//TXNIP
GO:0043618	regulation_of_transcription_from_RNA_polymerase_II_promoter_in_response_to_stress	Biological Process	2	117	38	17313	0.027171647317226	0.0992447041007559	1.56588403110386	7.78812415654521	0.0526315789473684	DNAJB1//HSPA1A
GO:0000184	nuclear-transcribed_mRNA_catabolic_process,_nonsense-mediated_decay	Biological Process	2	118	38	17313	0.0276023977225559	0.100430262482838	1.55905319067224	7.7221231043711	0.0526315789473684	RPS26//RPS4Y1
GO:0051260	protein_homooligomerization	Biological Process	3	304	38	17313	0.0287628854941526	0.103067006354047	1.54116754765885	4.49610457063712	0.0789473684210526	CD79A//CD79B//TCL1A
GO:0043620	regulation_of_DNA-templated_transcription_in_response_to_stress	Biological Process	2	123	38	17313	0.0297974607224412	0.106371312616715	1.52582074401836	7.40821566110398	0.0526315789473684	DNAJB1//HSPA1A
GO:0032273	positive_regulation_of_protein_polymerization	Biological Process	2	125	38	17313	0.0306945132810208	0.107544479866095	1.51293924878125	7.28968421052632	0.0526315789473684	HSP90AA1//HSPA1A
GO:0034620	cellular_response_to_unfolded_protein	Biological Process	2	127	38	17313	0.0316022784873278	0.110316440771262	1.50028160412841	7.17488603398259	0.0526315789473684	CXCL8//HSPA1A
GO:0048513	animal_organ_development	Biological Process	12	3136	38	17313	0.0317723523031168	0.11037265604382	1.49795063048462	1.74338748657358	0.315789473684211	CD79A//CD79B//CRIP1//CXCL8//DNAJB1//HMGN1//LGALS1//PHACTR1//S100A4//SRGN//TXNIP//VIM
GO:0007006	mitochondrial_membrane_organization	Biological Process	2	128	38	17313	0.0320601452403911	0.11037265604382	1.49403451451595	7.11883223684211	0.0526315789473684	HSP90AA1//HSPA1A
GO:0002687	positive_regulation_of_leukocyte_migration	Biological Process	2	130	38	17313	0.0329837812319406	0.111837480449519	1.48169955869651	7.00931174089069	0.0526315789473684	CCL4//CXCL8
GO:0043280	positive_regulation_of_cysteine-type_endopeptidase_activity_involved_in_apoptotic_process	Biological Process	2	134	38	17313	0.034862297255603	0.116125821140142	1.45764399839184	6.80007855459544	0.0526315789473684	S100A8//S100A9
GO:0002521	leukocyte_differentiation	Biological Process	3	329	38	17313	0.0351542545323369	0.116373127120507	1.4540221071135	4.15445528715405	0.0789473684210526	CD79A//CD79B//LGALS1
GO:0038096	Fc-gamma_receptor_signaling_pathway_involved_in_phagocytosis	Biological Process	2	135	38	17313	0.0353383596970729	0.116373127120507	1.45175361303646	6.74970760233918	0.0526315789473684	HSP90AA1//IGHG4
GO:0070972	protein_localization_to_endoplasmic_reticulum	Biological Process	2	135	38	17313	0.0353383596970729	0.116373127120507	1.45175361303646	6.74970760233918	0.0526315789473684	RPS26//RPS4Y1
GO:0002920	regulation_of_humoral_immune_response	Biological Process	2	136	38	17313	0.035816969712042	0.116373127120507	1.44591116033536	6.7000773993808	0.0526315789473684	FCER2//IGHG4
GO:0030334	regulation_of_cell_migration	Biological Process	5	844	38	17313	0.0360458068005776	0.116373127120507	1.44314524937145	2.69908331254677	0.131578947368421	CCL4//CXCL8//HSPB1//IFITM1//PHACTR1
GO:0033993	response_to_lipid	Biological Process	5	844	38	17313	0.0360458068005776	0.116373127120507	1.44314524937145	2.69908331254677	0.131578947368421	CXCL8//NFKBIA//S100A8//TXNIP//VIM
GO:0002431	Fc_receptor_mediated_stimulatory_signaling_pathway	Biological Process	2	137	38	17313	0.036298114472911	0.116373127120507	1.44011593406246	6.65117172493277	0.0526315789473684	HSP90AA1//IGHG4
GO:0009749	response_to_glucose	Biological Process	2	137	38	17313	0.036298114472911	0.116373127120507	1.44011593406246	6.65117172493277	0.0526315789473684	LGALS1//TXNIP
GO:0033135	regulation_of_peptidyl-serine_phosphorylation	Biological Process	2	137	38	17313	0.036298114472911	0.116373127120507	1.44011593406246	6.65117172493277	0.0526315789473684	HSP90AA1//TCL1A
GO:0038094	Fc-gamma_receptor_signaling_pathway	Biological Process	2	138	38	17313	0.0367817811934793	0.116373127120507	1.4343672434566	6.60297482837529	0.0526315789473684	HSP90AA1//IGHG4
GO:0009411	response_to_UV	Biological Process	2	140	38	17313	0.0377566295752297	0.118663692950722	1.42300678085199	6.50864661654135	0.0526315789473684	CRIP1//HMGN1
GO:0043484	regulation_of_RNA_splicing	Biological Process	2	140	38	17313	0.0377566295752297	0.118663692950722	1.42300678085199	6.50864661654135	0.0526315789473684	HSPA1A//RPS26
GO:0050727	regulation_of_inflammatory_response	Biological Process	3	339	38	17313	0.0379014264124448	0.118724335715804	1.4213444451402	4.03190498369818	0.0789473684210526	NFKBIA//S100A8//S100A9
GO:0006413	translational_initiation	Biological Process	2	141	38	17313	0.0382477858699937	0.119413879316878	1.41739370070059	6.46248600223964	0.0526315789473684	RPS26//RPS4Y1
GO:0008277	regulation_of_G_protein-coupled_receptor_signaling_pathway	Biological Process	2	144	38	17313	0.0397360318313127	0.122844072262816	1.40081550511274	6.32785087719298	0.0526315789473684	CXCL8//RGS1
GO:0097193	intrinsic_apoptotic_signaling_pathway	Biological Process	2	145	38	17313	0.0402369977101286	0.123585064395395	1.39537443169387	6.28421052631579	0.0526315789473684	CRIP1//IFI6
GO:1903364	positive_regulation_of_cellular_protein_catabolic_process	Biological Process	2	145	38	17313	0.0402369977101286	0.123585064395395	1.39537443169387	6.28421052631579	0.0526315789473684	HSP90AA1//HSPA1A
GO:0035967	cellular_response_to_topologically_incorrect_protein	Biological Process	2	147	38	17313	0.041246180490222	0.124263970521497	1.3846162621158	6.19871106337272	0.0526315789473684	CXCL8//HSPA1A
GO:0010977	negative_regulation_of_neuron_projection_development	Biological Process	2	150	38	17313	0.0427778965407376	0.126011237744427	1.36878057421072	6.07473684210526	0.0526315789473684	LGALS1//VIM
GO:2001056	positive_regulation_of_cysteine-type_endopeptidase_activity	Biological Process	2	150	38	17313	0.0427778965407376	0.126011237744427	1.36878057421072	6.07473684210526	0.0526315789473684	S100A8//S100A9
GO:0006605	protein_targeting	Biological Process	3	356	38	17313	0.0428188615062286	0.126011237744427	1.36836488417226	3.8393701951508	0.0789473684210526	HSP90AA1//RPS26//RPS4Y1
GO:0015031	protein_transport	Biological Process	7	1505	38	17313	0.0429733948759943	0.126011237744427	1.36680033592112	2.11909424724602	0.184210526315789	HSP90AA1//HSPB1//ISG15//NFKBIA//RPS26//RPS4Y1//TXNIP
GO:0043066	negative_regulation_of_apoptotic_process	Biological Process	5	886	38	17313	0.0430249786378963	0.126011237744427	1.3662793366296	2.57113579660211	0.131578947368421	HSPA1A//HSPB1//IFI6//NFKBIA//TCL1A
GO:0045862	positive_regulation_of_proteolysis	Biological Process	3	359	38	17313	0.0437187061274906	0.127647827150019	1.3593326996502	3.80728632165372	0.0789473684210526	HSPA1A//S100A8//S100A9
GO:2001236	regulation_of_extrinsic_apoptotic_signaling_pathway	Biological Process	2	153	38	17313	0.0443308479314436	0.129036868132756	1.35329396172063	5.95562435500516	0.0526315789473684	HSPA1A//IFI6
GO:0043069	negative_regulation_of_programmed_cell_death	Biological Process	5	901	38	17313	0.0457051814266855	0.131021520089832	1.34003456278658	2.52833109410596	0.131578947368421	HSPA1A//HSPB1//IFI6//NFKBIA//TCL1A
GO:0010038	response_to_metal_ion	Biological Process	3	366	38	17313	0.0458554460879597	0.13105514199157	1.33860907732243	3.73446937014668	0.0789473684210526	CRIP1//S100A8//TXNIP
GO:0015833	peptide_transport	Biological Process	7	1533	38	17313	0.0467497185096265	0.132548558055009	1.33022099976652	2.0803893294881	0.184210526315789	HSP90AA1//HSPB1//ISG15//NFKBIA//RPS26//RPS4Y1//TXNIP
GO:2000145	regulation_of_cell_motility	Biological Process	5	908	38	17313	0.0469900552826178	0.132548558055009	1.32799404404022	2.50883955483422	0.131578947368421	CCL4//CXCL8//HSPB1//IFITM1//PHACTR1
GO:0006612	protein_targeting_to_membrane	Biological Process	2	159	38	17313	0.0474991446419929	0.132941392992087	1.3233142110195	5.73088381330685	0.0526315789473684	RPS26//RPS4Y1
GO:0051960	regulation_of_nervous_system_development	Biological Process	5	914	38	17313	0.0481087098756385	0.134250264136738	1.31777628935401	2.49237014856616	0.131578947368421	LGALS1//PHACTR1//S100A9//TYMP//VIM
GO:0034504	protein_localization_to_nucleus	Biological Process	2	162	38	17313	0.0491138418946056	0.136018226130143	1.30879609216922	5.62475633528265	0.0526315789473684	NFKBIA//TXNIP
GO:0046649	lymphocyte_activation	Biological Process	3	377	38	17313	0.0493173906581808	0.136018226130143	1.30699990962561	3.62550607287449	0.0789473684210526	CD79A//CD79B//LGALS1
GO:0030307	positive_regulation_of_cell_growth	Biological Process	2	165	38	17313	0.0507484783009753	0.138142872509151	1.29457697559007	5.52248803827751	0.0526315789473684	S100A8//S100A9
GO:0045766	positive_regulation_of_angiogenesis	Biological Process	2	165	38	17313	0.0507484783009753	0.138142872509151	1.29457697559007	5.52248803827751	0.0526315789473684	CXCL8//HSPB1
GO:0010001	glial_cell_differentiation	Biological Process	2	167	38	17313	0.051849156950881	0.138949865369783	1.28525830069359	5.45635045698078	0.0526315789473684	S100A8//VIM
GO:0009968	negative_regulation_of_signal_transduction	Biological Process	6	1244	38	17313	0.0520537619493201	0.139104120915415	1.28354787835725	2.19745303773904	0.157894736842105	CXCL8//HSPA1A//HSPB1//IFI6//NFKBIA//RGS1
GO:0009743	response_to_carbohydrate	Biological Process	2	170	38	17313	0.0535163242075671	0.141414644414409	1.2715137239247	5.36006191950464	0.0526315789473684	LGALS1//TXNIP
GO:0034613	cellular_protein_localization	Biological Process	7	1583	38	17313	0.0540237655086737	0.142357889056282	1.2674151483484	2.01467899059082	0.184210526315789	HSP90AA1//HSPB1//NFKBIA//RPS26//RPS4Y1//SRGN//TXNIP
GO:0010950	positive_regulation_of_endopeptidase_activity	Biological Process	2	172	38	17313	0.0546384008417602	0.143574845510999	1.26250202008353	5.29773561811505	0.0526315789473684	S100A8//S100A9
GO:0045184	establishment_of_protein_localization	Biological Process	7	1588	38	17313	0.054789132377876	0.143574845510999	1.261305576851	2.00833554288745	0.184210526315789	HSP90AA1//HSPB1//ISG15//NFKBIA//RPS26//RPS4Y1//TXNIP
GO:2001235	positive_regulation_of_apoptotic_signaling_pathway	Biological Process	2	175	38	17313	0.0563372349900329	0.145614820493364	1.24920447183443	5.20691729323308	0.0526315789473684	S100A8//S100A9
GO:0007417	central_nervous_system_development	Biological Process	5	958	38	17313	0.0568035321376198	0.146420003820677	1.24562465829983	2.37789803318317	0.131578947368421	DNAJB1//HSP90AA1//PHACTR1//S100A8//VIM
GO:0045597	positive_regulation_of_cell_differentiation	Biological Process	5	960	38	17313	0.0572193674906069	0.146983094427983	1.2424569472448	2.37294407894737	0.131578947368421	HSPA1A//IFITM1//ISG15//LGALS1//S100A9
GO:0031345	negative_regulation_of_cell_projection_organization	Biological Process	2	178	38	17313	0.0580546604517301	0.14763362577241	1.23616291068464	5.11916026020106	0.0526315789473684	LGALS1//VIM
GO:0008285	negative_regulation_of_cell_population_proliferation	Biological Process	4	671	38	17313	0.0583605231556186	0.148013552024706	1.23388082365693	2.71597772374304	0.105263157894737	CXCL8//HSPA1A//IFITM1//S100A11
GO:0022008	neurogenesis	Biological Process	7	1612	38	17313	0.058560116331687	0.148122647191914	1.23239806920787	1.97843476557398	0.184210526315789	HSP90AA1//LGALS1//PHACTR1//S100A6//S100A8//S100A9//VIM
GO:0001558	regulation_of_cell_growth	Biological Process	3	411	38	17313	0.0608073453411805	0.152179229345917	1.21604395611442	3.32558586246638	0.0789473684210526	HSPA1A//S100A8//S100A9
GO:0043123	positive_regulation_of_I-kappaB_kinase|NF-kappaB_signaling	Biological Process	2	184	38	17313	0.0615440766010642	0.15243721603459	1.21081374002373	4.95223112128146	0.0526315789473684	LGALS1//S100A4
GO:0052548	regulation_of_endopeptidase_activity	Biological Process	3	414	38	17313	0.0618772631683749	0.15243721603459	1.20846890339474	3.30148741418764	0.0789473684210526	IFI6//S100A8//S100A9
GO:0001894	tissue_homeostasis	Biological Process	2	185	38	17313	0.0621325900550092	0.152668649849451	1.2066805420387	4.92546230440967	0.0526315789473684	HSPB1//IGHA1
GO:0060548	negative_regulation_of_cell_death	Biological Process	5	987	38	17313	0.0630090347114543	0.154421105795429	1.20059717365737	2.30803071508559	0.131578947368421	HSPA1A//HSPB1//IFI6//NFKBIA//TCL1A
GO:0009967	positive_regulation_of_signal_transduction	Biological Process	7	1663	38	17313	0.0671129234291128	0.162375512951255	1.17319384296766	1.91776117985885	0.184210526315789	CCL4//HSP90AA1//HSPA1A//LGALS1//S100A4//S100A8//S100A9
GO:0002685	regulation_of_leukocyte_migration	Biological Process	2	194	38	17313	0.067515876559847	0.162739357511551	1.17059408951612	4.69696147585458	0.0526315789473684	CCL4//CXCL8
GO:0010952	positive_regulation_of_peptidase_activity	Biological Process	2	195	38	17313	0.0681234519815796	0.162739357511551	1.16670335339048	4.67287449392713	0.0526315789473684	S100A8//S100A9
GO:0048667	cell_morphogenesis_involved_in_neuron_differentiation	Biological Process	3	432	38	17313	0.0684827716209898	0.163185647237925	1.1644186712961	3.16392543859649	0.0789473684210526	HSP90AA1//PHACTR1//S100A6
GO:0000956	nuclear-transcribed_mRNA_catabolic_process	Biological Process	2	196	38	17313	0.068732874887846	0.163370099607795	1.16283549048908	4.64903329752954	0.0526315789473684	RPS26//RPS4Y1
GO:0043254	regulation_of_protein_complex_assembly	Biological Process	3	435	38	17313	0.0696142968910839	0.165050438243021	1.15730155890559	3.14210526315789	0.0789473684210526	HSP90AA1//HSPA1A//TCL1A
GO:0007167	enzyme_linked_receptor_protein_signaling_pathway	Biological Process	4	714	38	17313	0.0700650094753202	0.165290521106366	1.15449881492423	2.55241043785935	0.105263157894737	HSP90AA1//HSPB1//TXNIP//VIM
GO:0032269	negative_regulation_of_cellular_protein_metabolic_process	Biological Process	5	1024	38	17313	0.0714746676002583	0.168196605845384	1.14584785569308	2.22463507401316	0.131578947368421	HSPA1A//HSPB1//IFI6//ISG15//PHACTR1
GO:0050707	regulation_of_cytokine_secretion	Biological Process	2	203	38	17313	0.0730496844279736	0.169200065124622	1.13638165586228	4.48872180451128	0.0526315789473684	IGHD//SRGN
GO:0051173	positive_regulation_of_nitrogen_compound_metabolic_process	Biological Process	11	3164	38	17313	0.0730604381659628	0.169200065124622	1.13631772751845	1.58396267216714	0.289473684210526	CCL4//HMGN1//HSP90AA1//HSPA1A//HSPB1//IER5//NFKBIA//S100A8//S100A9//TCL1A//VIM
